RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year,AggressionScore,RKOOddsDec,RSubOddsDec,BKOOddsDec,BSubOddsDec,RedFinishingProb,BlueFinishingProb,RedStrikeGrapple,BlueStrikeGrapple,FightPace,SurvivabilityIndex,RedOddsDec,BlueOddsDec,Pred,Pblue,BettingEdgeIndex
Talita Bernardo,Viviane Araujo,-280,240,35.7143,240,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,NA,0.47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,135,0,1,0,42.6667,0.45,0.6667,2,0.28,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,172.72,135,32,32,0,-1,-1,-1,2,-9,0,0,0,0,0,0,-42.6667,-0.6667,-2,0,NA,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,3,00:48:00,648,105,348,350,1455,630,1275,2019,0.005486298899450404,7.3,4.5,13.75,15.55,0.3592085235920852,0.13703595439929844,0.6428571428571429,0.46703296703296704,0.14200000000000002,0.72,1.3571428571428572,3.4,0.7368421052631579,0.29411764705882354,0.4427244582043343
Al Iaquinta,Donald Cerrone,-130,110,76.9231,110,2019-05-04,"Ottawa, Ontario, Canada",Canada,Blue,FALSE,Lightweight,MALE,5,0,2,0,43.7333,0.5,0.3667,0.7,0.305,8,8,63,1,0,0,6,10,6,0,22,Orthodox,185.42,185.42,155,0,1,0,53.0833,0.445,0.25,0.6667,0.215,5,3,33,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,36,0,1,3,13,-5,30,-1,6,6,7.62,7.62,-4,-9.35,0.1167,0.0333,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,Red,U-DEC,NA,5,05:00:00,1500,350,400,1200,360,200,350,2019,0.08317269649392238,3,13,4.5,4.6,0.41025641025641024,0.4396135265700483,0.14285714285714285,0.49295774647887325,0,1,1.7692307692307692,2.1,0.5652173913043479,0.47619047619047616,0.08902691511387173
Derek Brunson,Elias Theodorou,-110,-110,90.9091,90.9091,2019-05-04,"Ottawa, Ontario, Canada",Canada,Red,FALSE,Middleweight,MALE,3,0,3,0,57.9,0.417,0,1.3,0.266,3,2,28,1,0,1,5,2,0,0,8,Orthodox,185.42,190.5,185,2,0,0,18.5,0.439,0.2143,0.9286,0.102,5,5,22,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,35,30,2,3,-2,-1,3,6,1,-4,-1,0,-5.08,5,39.4,-0.2143,0.3714,0,14,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,300,120,1400,1600,270,700,2019,0.5,3.7,15,8,17,0.3369369369369369,0.18382352941176472,0.16167664670658682,0.30434782608695654,0.1,1,1.9090909090909092,1.9090909090909092,0.5238095238095238,0.5238095238095238,0
Cub Swanson,Shane Burgos,160,-185,160,54.0541,2019-05-04,"Ottawa, Ontario, Canada",Canada,Blue,FALSE,Featherweight,MALE,3,0,1,0,71.6,0.504,0.2,0.4,0.4,3,1,13,0,0,0,2,1,1,0,4,Orthodox,180.34,190.5,145,3,0,0,61.6875,0.488,0.125,0.6875,0.379,6,6,46,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,35,28,3,1,-3,-6,5,-33,0,-3,1,7.62,12.7,7,9.9125,0.075,-0.2875,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,250,250,1200,450,500,350,2019,0.969231140642852,6,13,4.5,5.5,0.24358974358974358,0.40404040404040403,0.29411764705882354,0.4375,0.1,1,2.6,1.5405405405405406,0.3846153846153846,0.6491228070175439,0.2645074224021593
Macy Chiasson,Sarah Moras,-700,500,14.2857,500,2019-05-04,"Ottawa, Ontario, Canada",Canada,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,23.2,0.398,0.8,0.8,0.28,1,3,13,0,0,0,1,0,1,0,2,Orthodox,170.18,170.18,135,0,2,0,24.5,0.495,1,0,0,2,0,3,1,0,0,0,1,1,0,2,Orthodox,180.34,182.88,135,27,31,-2,-2,-1,0,-3,10,-1,-1,0,-10.16,-12.7,-4,-1.3,-0.2,0.8,0,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,2,02:22:00,442,230,1500,250,1100,166,1200,2019,6.144174602214718e-6,2.66,3.5,13,12,0.6616541353383458,0.16025641025641024,0.39903846153846156,0.5217391304347826,0.2351111111111111,0.7366666666666667,1.1428571428571428,6,0.875,0.16666666666666666,0.7083333333333334
Jacare Souza,Jack Hermansson,-225,185,44.4444,185,2019-04-27,"Sunrise, Florida, USA",USA,Blue,FALSE,Middleweight,MALE,5,0,3,0,30.875,0.514,0.375,1,0.52,3,2,13,0,0,0,1,3,2,0,6,Orthodox,185.42,195.58,185,0,1,0,26.8333,0.507,0.6667,1.0833,0.303,5,3,23,0,0,0,1,4,4,0,9,Orthodox,185.42,182.88,185,39,30,0,2,-2,-3,1,-10,0,-1,-2,0,12.7,9,4.0417,-0.2917,-0.0833,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,Blue,U-DEC,NA,5,05:00:00,1500,1000,700,125,1400,250,300,2019,0.016302499371440946,3.5,2.25,4,15,0.7301587301587301,0.31666666666666665,0.6666666666666666,0.17647058823529413,0,1,1.4444444444444444,2.85,0.6923076923076923,0.3508771929824561,0.34143049932523617
Glover Teixeira,Ion Cutelaba,-120,100,83.3333,100,2019-04-27,"Sunrise, Florida, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,2,0,42.6,0.502,0,1.2,0.17,2,2,11,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,205,0,1,0,30.4375,0.457,0.5,1.3125,0.364,5,5,36,1,0,0,2,4,4,1,11,Orthodox,187.96,193.04,205,39,25,0,1,-3,-8,3,-25,-1,-3,-4,-2.54,-2.54,14,12.1625,-0.5,-0.1125,0,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,03:37:00,517,400,700,200,2000,700,160,2019,0.09975048911968513,8,3,2.6,21,0.4583333333333333,0.4322344322344322,0.7777777777777778,0.07407407407407407,0.21844444444444444,0.8616666666666667,1.8333333333333335,2,0.5454545454545454,0.5,0.045454545454545414
John Lineker,Cory Sandhagen,-155,135,64.5161,135,2019-04-27,"Sunrise, Florida, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,3,0,54.3333,0.477,0.6667,0.6667,0.5,3,0,5,0,0,0,0,2,1,0,3,Switch,180.34,177.8,135,0,2,0,60.2667,0.414,0.4667,0.4,0.167,6,3,38,0,0,1,4,6,1,0,12,Orthodox,160.02,170.18,135,28,27,0,1,-3,-9,3,-33,0,-4,0,20.32,7.62,1,-5.9333,0.2,0.2667,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,250,300,1400,400,175,700,2019,0.05215356307841774,2.75,15,8,5,0.4303030303030303,0.325,0.1111111111111111,0.6363636363636364,0.1,1,1.6451612903225805,2.35,0.607843137254902,0.425531914893617,0.182311222361285
Andrei Arlovski,Augusto Sakai,145,-165,145,60.6061,2019-04-27,"Sunrise, Florida, USA",USA,Blue,FALSE,Heavyweight,MALE,3,0,1,0,111,0.5,0,1,1,1,0,3,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,265,3,0,0,26.75,0.454,0.1786,0.3214,0.129,7,12,59,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,40,27,3,1,-6,-15,12,-56,-5,-8,-2,0,0,13,84.25,-0.1786,0.6786,0,NA,15,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,175,225,1400,1200,700,200,2019,0.9568927450589139,8,15,3,13,0.19166666666666665,0.41025641025641024,0.3333333333333333,0.14285714285714285,0.1,1,2.45,1.606060606060606,0.4081632653061224,0.6226415094339623,0.21447824412783995
Carla Esparza,Virna Jandiroba,-130,110,76.9231,110,2019-04-27,"Sunrise, Florida, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,NA,0.42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,2,0,0,29,0.413,0.4286,2.7143,0.37,1,4,20,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,31,30,2,0,-1,-3,4,-20,-2,0,-1,5.08,2.54,1,-29,-0.4286,-2.7143,0,NA,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,140,150,900,500,700,1800,2019,0.08317269649392238,8,10,19,6,0.225,0.21929824561403508,0.4375,0.782608695652174,0.1,1,1.7692307692307692,2.1,0.5652173913043479,0.47619047619047616,0.08902691511387173
Alistair Overeem,Aleksei Oleinik,-245,205,40.8163,205,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Russia,Red,FALSE,Heavyweight,MALE,5,0,2,0,17.25,0.451,1,1.125,0.221,2,2,12,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,0,1,0,29.4667,0.689,0.2,0.2667,0.2,4,6,29,1,1,0,2,6,0,0,9,Orthodox,193.04,203.2,265,38,41,0,1,-2,-3,4,-17,-1,-5,5,-5.08,0,-3,-12.2167,0.8,0.8583,0,9,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Knee,1,04:45:00,285,900,1200,1400,500,-175,500,2019,0.01098694263059318,1.5714285714285714,15,6,6,0.703030303030303,0.3333333333333333,0,0.5,0.405,0.95,1.4081632653061225,3.05,0.7101449275362319,0.3278688524590164,0.3822760750772155
Roxanne Modafferi,Antonina Shevchenko,270,-330,270,30.303,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Russia,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,66,0.49,0,2,1,1,0,3,0,0,0,1,0,0,0,1,Southpaw,172.72,170.18,125,1,0,0,63.25,0.288,0.25,1,0.368,1,3,13,1,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,36,34,1,1,0,0,3,-10,-1,-1,0,2.54,-5.08,2,2.75,-0.25,1,0,12,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,547,-135,625,1340,750,470,2019,0.9975273768433653,8.5,7.25,5.7,14.4,0.255578093306288,0.2448830409356725,0.5454545454545454,0.2596685082872928,0.1,1,3.7,1.303030303030303,0.27027027027027023,0.7674418604651163,0.4971715901948461
Marcin Tybura,Shamil Abdurakhimov,-135,115,74.0741,115,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Russia,Blue,FALSE,Heavyweight,MALE,3,0,2,0,28.5,0.46,0.1667,1.1667,0.163,2,2,15,0,0,1,2,1,0,0,4,Orthodox,190.5,193.04,235,0,1,0,52.7143,0.537,0.1429,1.5714,0.529,3,3,22,0,0,0,2,2,0,0,4,Orthodox,190.5,198.12,249,33,37,0,1,-1,0,1,-7,0,-1,0,0,-5.08,-4,-24.2143,0.0238,-0.4048,0,13,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,2,03:15:00,495,195,170,614,1425,345,880,2019,0.07585818002124355,4.45,7.14,9.8,15.25,0.3647751235325591,0.16761458681833388,0.3597497393117831,0.38177874186550975,0.2233333333333333,0.825,1.7407407407407407,2.15,0.574468085106383,0.46511627906976744,0.1093518060366156
Max Holloway,Dustin Poirier,-220,180,45.4545,180,2019-04-13,"Atlanta, Georgia, USA",USA,Blue,TRUE,Lightweight,MALE,5,0,3,0,52.381,0.499,0.619,1.1429,0.254,4,5,45,0,1,0,4,8,3,0,16,Southpaw,175.26,182.88,155,0,13,0,85.6316,0.44,0.3684,0.2632,0.211,13,3,50,4,0,1,4,8,2,1,16,Orthodox,180.34,175.26,155,27,30,0,-10,-9,0,-2,-5,-4,-1,1,-5.08,7.62,-3,-33.2506,0.2506,0.8797,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Blue,U-DEC,NA,5,05:00:00,1500,250,600,1000,800,110,375,2019,0.01798620996209156,2.1,11,4.75,9,0.5670995670995671,0.3216374269005848,0.0990990990990991,0.3191489361702128,0,1,1.4545454545454546,2.8,0.6875,0.35714285714285715,0.33035714285714285
Kelvin Gastelum,Israel Adesanya,150,-170,150,58.8235,2019-04-13,"Atlanta, Georgia, USA",USA,Blue,TRUE,Middleweight,MALE,5,0,5,0,61.2,0.55,0.2,0,0,5,0,14,0,0,1,2,2,0,0,5,Switch,193.04,203.2,185,0,2,0,45.5,0.458,0.1429,0.6429,0.226,5,4,35,1,0,3,2,3,2,0,10,Southpaw,175.26,180.34,185,27,29,0,3,0,-5,4,-21,-1,-1,-2,17.78,22.86,-2,15.7,0.0571,-0.6429,0,5,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,5,05:00:00,1500,700,160,600,1400,325,250,2019,0.9608342772032357,4.25,7,3.5,15,0.37815126050420167,0.35238095238095235,0.35135135135135137,0.15151515151515152,0,1,2.5,1.5882352941176472,0.4,0.6296296296296295,0.22962962962962952
Ovince Saint Preux,Nikita Krylov,115,-135,115,74.0741,2019-04-13,"Atlanta, Georgia, USA",USA,Blue,FALSE,Light Heavyweight,MALE,3,2,0,0,27.1,0.56,0.6,0.2,0.15,5,4,15,0,0,0,0,3,3,0,6,Orthodox,190.5,195.58,205,1,0,0,24.5556,0.461,0.2778,0.5556,0.237,4,7,41,1,1,0,1,5,4,0,11,Southpaw,190.5,203.2,205,36,27,-1,0,1,-5,3,-26,-1,-2,-1,0,-7.62,9,2.5444,0.3222,-0.3556,0,NA,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,02:30:00,450,600,450,200,550,450,250,2019,0.9241418199787566,5.5,3,3.5,6.5,0.5151515151515151,0.43956043956043955,0.6923076923076923,0.3125,0.2333333333333333,0.75,2.15,1.7407407407407407,0.46511627906976744,0.574468085106383,0.1093518060366156
Wilson Reis,Alexandre Pantoja,150,-170,150,58.8235,2019-04-13,"Atlanta, Georgia, USA",USA,Blue,FALSE,Flyweight,MALE,3,0,2,0,51.6,0.462,1.4,0.6,0.466,2,1,13,0,0,1,1,0,2,0,4,Orthodox,165.1,170.18,125,0,1,0,22.5,0.321,0.5,4.1667,0.398,3,5,31,1,0,0,5,0,2,0,7,Southpaw,162.56,165.1,125,34,28,0,1,-1,-3,4,-18,-1,0,0,2.54,5.08,6,29.1,0.9,-3.5667,0,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Red,KO/TKO,Punch,1,02:58:00,178,170,160,1000,450,1600,450,2019,0.9608342772032357,17,11,5.5,5.5,0.1497326203208556,0.36363636363636365,0.6153846153846154,0.5,0.44066666666666665,0.5933333333333334,2.5,1.5882352941176472,0.4,0.6296296296296295,0.22962962962962952
Edson Barboza,Justin Gaethje,-120,100,83.3333,100,2019-03-30,"Philadelphia, Pennsylvania, USA",USA,Blue,FALSE,Lightweight,MALE,5,0,1,0,87,0.525,0,0,0,1,2,10,0,0,0,0,2,0,0,2,Orthodox,180.34,177.8,155,0,1,0,45.45,0.449,0.05,0.35,0.183,4,6,51,0,1,1,5,7,0,0,14,Orthodox,180.34,190.5,155,33,30,0,0,-3,-12,4,-41,0,-5,0,0,-12.7,3,41.55,-0.05,-0.35,0,8,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,Red,KO/TKO,Punch,1,02:30:00,150,600,900,1600,1400,120,125,2019,0.09975048911968513,2.2,17,2.25,15,0.5133689839572192,0.5111111111111111,0.06976744186046512,0.08196721311475409,0.45,0.5,1.8333333333333335,2,0.5454545454545454,0.5,0.045454545454545414
David Branch,Jack Hermansson,130,-150,130,66.6667,2019-03-30,"Philadelphia, Pennsylvania, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,2,0,34.8571,0.544,0.2857,1,0.523,2,2,12,0,0,0,1,3,1,0,5,Orthodox,185.42,195.58,185,1,0,0,17,0.415,0,1.75,0.348,2,4,19,0,0,1,2,1,0,0,4,Orthodox,185.42,198.12,185,37,30,1,2,0,1,2,-7,0,2,1,0,-2.54,7,17.8571,0.2857,-0.75,0,NA,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Guillotine Choke,1,00:49:00,49,315,400,475,700,600,180,2019,0.9426758241011313,7,5.75,2.8,8,0.3167701863354037,0.48214285714285715,0.5581395348837209,0.20454545454545456,0.4836666666666667,0.16333333333333333,2.3,1.6666666666666665,0.4347826086956522,0.6000000000000001,0.16521739130434787
Josh Emmett,Michael Johnson,130,-150,130,66.6667,2019-03-30,"Philadelphia, Pennsylvania, USA",USA,Red,FALSE,Featherweight,MALE,3,0,2,0,49.15,0.367,0.05,0.45,0.329,4,9,50,1,0,1,6,4,0,0,11,Southpaw,177.8,185.42,145,1,0,0,46.1667,0.365,0.1667,1.5,0.193,2,2,15,0,0,1,2,1,0,0,4,Orthodox,167.64,177.8,145,34,32,1,2,2,7,-7,35,1,3,0,10.16,7.62,2,2.9833,-0.1167,-1.05,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,3,04:14:00,854,250,225,650,2500,550,250,2019,0.9426758241011313,6.5,7.5,3.5,26,0.28717948717948716,0.32417582417582413,0.4583333333333333,0.09090909090909091,0.10766666666666666,0.9488888888888889,2.3,1.6666666666666665,0.4347826086956522,0.6000000000000001,0.16521739130434787
Karolina Kowalkiewicz,Michelle Waterson,-160,140,62.5,140,2019-03-30,"Philadelphia, Pennsylvania, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,2,0,45.6667,0.662,1,1.6667,0.735,2,2,15,0,0,1,1,0,2,0,4,Orthodox,160.02,157.48,115,1,0,0,75.625,0.368,0,0.125,0.063,3,3,22,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,33,33,1,2,-1,-1,1,-7,-1,0,2,0,-5.08,0,-29.9583,1,1.5417,0,9,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,-110,225,1000,500,1200,1600,2019,0.04742587317756678,13,11,17,6,0.16783216783216784,0.22549019607843135,0.5454545454545454,0.7619047619047619,0.1,1,1.625,2.4,0.6153846153846154,0.4166666666666667,0.19871794871794873
Ray Borg,Casey Kenney,-230,190,43.4783,190,2019-03-30,"Philadelphia, Pennsylvania, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,NA,0.41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,135,1,0,0,18.625,0.513,1.375,2.75,0.546,3,3,24,1,0,0,3,0,2,0,5,Orthodox,162.56,160.02,135,25,28,1,0,-3,-5,3,-24,-1,0,-2,7.62,12.7,-3,-18.625,-1.375,-2.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,neither,U-DEC,NA,3,05:00:00,900,125,323,265,1450,975,1095,2019,0.014774031693273055,10.75,3.65,11.95,15.5,0.3669958585536795,0.1481981374004589,0.7862903225806451,0.4302554027504912,0.1,1,1.434782608695652,2.9,0.696969696969697,0.3448275862068966,0.35214211076280044
Alex Perez,Mark De La Rosa,-365,328,27.3973,328,2019-03-30,"Philadelphia, Pennsylvania, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,31,0.483,0.3333,0.6667,0.22,2,1,7,0,0,1,0,0,1,0,2,Orthodox,167.64,165.1,135,1,0,0,37.75,0.473,0.75,2,0.513,3,1,7,0,0,0,1,1,1,0,3,Orthodox,167.64,165.1,135,27,24,1,2,-1,-1,0,0,0,-1,0,0,0,3,-6.75,-0.4167,-1.3333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,U-DEC,NA,3,05:00:00,900,137,475,337,962,380,1950,2019,9.770453172266852e-4,4.8,4.37,20.5,10.62,0.4371662852784134,0.1429424463736163,0.5299860529986054,0.6696428571428571,0.1,1,1.273972602739726,4.279999999999999,0.7849462365591398,0.23364485981308414,0.5513013767460556
Stephen Thompson,Anthony Pettis,-430,345,23.2558,345,2019-03-23,"Nashville, Tennessee, USA",USA,Blue,FALSE,Welterweight,MALE,5,1,0,0,35.5333,0.475,0.6667,0.5333,0.144,5,7,38,4,0,1,1,2,4,0,8,Orthodox,177.8,182.88,170,1,0,0,48.3846,0.452,0,0.3846,0.141,7,4,38,2,0,0,4,5,0,0,9,Orthodox,182.88,190.5,170,36,32,0,0,-2,-1,-3,0,2,-3,4,-5.08,-7.62,4,-12.8513,0.6667,0.1487,0,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,Red,KO/TKO,Punch,2,04:55:00,595,145,800,2000,800,110,800,2019,4.305570813246149e-4,2.1,21,9,9,0.5238095238095237,0.2222222222222222,0.052132701421800945,0.5,0.20111111111111107,0.9916666666666667,1.2325581395348837,4.45,0.8113207547169812,0.2247191011235955,0.5866016535933857
Curtis Blaydes,Justin Willis,-275,235,36.3636,235,2019-03-23,"Nashville, Tennessee, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,4,0,52.25,0.583,0,1,0.313,4,0,10,0,0,0,3,1,0,0,4,Southpaw,185.42,198.12,264,1,0,0,38.25,0.493,0,4.125,0.584,4,3,18,0,0,0,2,2,0,1,5,Orthodox,193.04,203.2,265,28,31,1,4,0,-1,3,-8,0,-2,0,-7.62,-5.08,-3,14,0,-3.125,0,11,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,180,600,900,1800,150,400,2019,0.0060598014915841155,2.5,10,5,19,0.5,0.25263157894736843,0.14285714285714285,0.18181818181818182,0.1,1,1.3636363636363638,3.35,0.7333333333333333,0.29850746268656714,0.43482587064676614
Jussier Formiga,Deiveson Figueiredo,150,-170,150,58.8235,2019-03-23,"Nashville, Tennessee, USA",USA,Red,FALSE,Flyweight,MALE,3,0,3,0,26.3333,0.543,2.3333,1.6667,0.583,3,0,7,0,0,1,0,2,0,0,3,Orthodox,165.1,172.72,125,0,3,0,15.25,0.378,0.5,1.4167,0.357,3,4,29,0,0,0,5,0,3,0,8,Orthodox,165.1,170.18,125,33,31,0,0,0,-5,4,-22,0,2,-3,0,2.54,2,11.0833,1.8333,0.25,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Red,U-DEC,NA,3,05:00:00,900,275,300,250,1200,1200,180,2019,0.9608342772032357,13,3.5,2.8,13,0.3626373626373626,0.4340659340659341,0.8275862068965517,0.13043478260869565,0.1,1,2.5,1.5882352941176472,0.4,0.6296296296296295,0.22962962962962952
