RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year
Jessica Andrade,Karolina Kowalkiewicz,-450,360,22.2222,360,2018-09-08,"Dallas, Texas, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,83,0.36,0,0.1429,0.071,3,2,21,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,0,2,0,75.5385,0.552,0.3846,2.5385,0.565,3,4,32,1,0,1,5,1,2,0,9,Orthodox,154.94,157.48,115,26,32,0,0,0,-4,2,-11,0,-1,-2,5.08,5.08,-6,7.4615,-0.3846,-2.3956,0,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,1:58,118,-135,560,360,2250,777,1340,2018
Zabit Magomedsharipov,Brandon Davis,-1375,900,7.2727,900,2018-09-08,"Dallas, Texas, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,60.3333,0.353,0,0.3333,0.333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,135,0,3,0,58.6667,0.537,1,5.6667,0.503,3,0,8,0,0,0,1,0,2,0,3,Orthodox,185.42,185.42,145,27,28,-1,-3,-2,-2,-2,1,0,0,-2,-7.62,-2.54,-1,1.6667,-1,-5.3333,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Kneebar,2,3:46,526,165,1600,130,2400,350,1885,2018
Jimmie Rivera,John Dodson,-150,130,66.6667,130,2018-09-08,"Dallas, Texas, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,46.5385,0.431,0,0.6923,0.249,3,4,37,3,0,1,3,4,0,1,9,Orthodox,160.02,167.64,135,1,0,0,46.6667,0.36,0,0.8333,0.138,5,1,14,0,0,1,3,1,0,0,5,Orthodox,162.56,172.72,135,29,33,1,1,-2,4,-3,23,3,4,0,-2.54,-5.08,-4,-0.1282,0,-0.141,0,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,Red,U-DEC,,3,5:00,900,100,250,1245,1445,1075,485,2018
Carla Esparza,Tatiana Suarez,335,-420,335,23.8095,2018-09-08,"Dallas, Texas, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,3,0,29.6667,0.573,0.6667,3,0.82,3,0,5,1,0,0,1,0,2,0,3,Southpaw,165.1,167.64,115,1,0,0,32.8333,0.382,0.5,3.1667,0.432,1,3,17,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,30,27,1,3,2,0,3,-12,-1,0,1,10.16,7.62,3,-3.1667,0.1667,-0.1667,0,9,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,3,4:33,873,399,108,2500,220,2335,550,2018
Aljamain Sterling,Cody Stamann,-170,150,58.8235,150,2018-09-08,"Dallas, Texas, USA", USA,Red,False,Bantamweight,MALE,3,0,3,0,85,0.513,0,4,0.487,3,0,9,0,0,2,1,0,0,0,3,Orthodox,167.64,162.56,135,0,1,0,49.3,0.487,0.7,1.9,0.479,4,3,27,0,0,0,4,1,2,0,7,Orthodox,170.18,180.34,135,29,28,0,2,-1,-4,3,-18,0,-1,-2,-2.54,-17.78,1,35.7,-0.7,2.1,0,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,Red,SUB,Kneebar,2,3:42,522,108,217,745,1570,708,1130,2018
Irene Aldana,Lucie Pudilova,-110,-110,90.9091,90.9091,2018-09-08,"Dallas, Texas, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,2,0,75.6667,0.447,0.6667,0,0,2,1,9,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,0,1,0,87.3333,0.397,0,0.6667,0.5,1,2,9,0,0,0,1,0,0,0,1,Orthodox,175.26,172.72,135,30,24,0,1,1,1,1,0,0,0,0,-2.54,-2.54,6,-11.6667,0.6667,-0.6667,0,13,12,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,170,140,1060,1450,565,1075,2018
Justin Gaethje,James Vick,120,-140,120,71.4286,2018-08-25,"Lincoln, Nebraska, USA", USA,Red,False,Lightweight,MALE,5,0,4,0,38.5,0.332,0.5,0.2,0.1,5,1,21,0,0,0,4,2,3,0,9,Orthodox,190.5,193.04,155,2,0,0,113.6667,0.547,0,0,0,1,2,9,0,0,0,0,1,0,0,1,Orthodox,180.34,177.8,155,29,31,2,4,4,8,1,12,0,1,3,10.16,15.24,-2,-75.1667,0.5,0.2,0,10,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,Red,KO/TKO,Punch,1,1:27,87,640,450,2850,325,173,250,2018
Cortney Casey,Angela Hill,115,-135,115,74.0741,2018-08-25,"Lincoln, Nebraska, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,1,0,71.8571,0.499,0,0.2857,0.214,1,4,19,0,0,0,3,0,0,0,3,Orthodox,160.02,162.56,115,2,0,0,53.375,0.454,0.5,0.25,0.125,2,5,20,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,31,33,2,1,-1,0,1,-1,0,-1,-1,-10.16,-7.62,-2,18.4821,-0.5,0.0357,0,14,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,172,-105,585,2500,1650,1360,2018
John Moraga,Deiveson Figueiredo,150,-170,150,58.8235,2018-08-25,"Lincoln, Nebraska, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,25,0.445,3,1.5,0.625,2,0,5,0,0,1,0,1,0,0,2,Orthodox,165.1,172.72,125,0,3,0,32.2308,0.432,0.8462,0.5385,0.204,3,5,35,1,0,1,2,2,3,0,8,Orthodox,167.64,167.64,125,34,30,0,-1,-1,-6,5,-30,-1,-1,-3,-2.54,5.08,4,-7.2308,2.1538,0.9615,0,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,Red,KO/TKO,Punch,2,3:08,488,216,145,1160,611,1105,545,2018
Joanne Calderwood,Kalindra Faria,-185,160,54.0541,160,2018-08-25,"Lincoln, Nebraska, USA", USA,Red,False,Women's Flyweight,FEMALE,3,2,0,0,19,0.27,0.5,0.5,0.25,0,2,4,0,0,0,0,0,0,0,0,Switch,170.18,157,125,2,0,0,66.8333,0.495,0,1.3333,0.292,2,3,14,0,0,0,2,1,0,0,3,Orthodox,167.64,165.1,125,32,32,0,0,-2,-3,1,-10,0,-1,0,2.54,-8.1,0,-47.8333,0.5,-0.8333,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,SUB,Armbar,1,4:57,297,-135,315,1750,620,985,1280,2018
TJ Dillashaw,Cody Garbrandt,-125,105,80,105,2018-08-04,"Los Angeles, California, USA", USA,Red,True,Bantamweight,MALE,5,1,0,0,34.7143,0.366,0,0.7143,0.154,6,1,16,2,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,0,3,0,68.5,0.394,0.8571,1.5,0.341,4,3,41,6,0,0,4,6,1,0,11,Orthodox,167.64,170.18,125,32,27,-1,-3,2,-5,2,-25,-4,-2,-1,5.08,-5.08,5,-33.7857,-0.8571,-0.7857,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Red,KO/TKO,Punches,1,4:10,250,315,445,770,2450,220,220,2018
Demetrious Johnson,Henry Cejudo,-470,375,21.2766,375,2018-08-04,"Los Angeles, California, USA", USA,Blue,True,Flyweight,MALE,5,0,2,0,46.375,0.443,0.125,2,0.539,4,2,21,1,0,1,4,1,0,0,6,Orthodox,162.56,162.56,135,0,13,0,64.2353,0.549,0.7059,4.2941,0.473,13,2,64,13,0,1,7,2,5,0,15,Orthodox,160.02,167.64,125,31,31,0,-11,-9,-9,0,-43,-12,-1,-5,2.54,-5.08,0,-17.8603,-0.5809,-2.2941,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Red,S-DEC,,5,5:00,1500,215,715,180,1845,300,800,2018
Cub Swanson,Renato Moicano,250,-300,250,33.3333,2018-08-04,"Los Angeles, California, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,77.4,0.472,0.2,1,0.38,3,1,14,0,0,2,1,0,1,0,4,Orthodox,180.34,182.88,145,2,0,0,64.4667,0.486,0.1333,0.7333,0.404,6,5,45,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,34,29,2,1,-3,-6,4,-31,0,-4,1,7.62,5.08,5,12.9333,0.0667,0.2667,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,Red,SUB,Rear Naked Choke,1,4:15,255,410,-155,1875,575,680,785,2018
Thiago Santos,Kevin Holland,-340,280,29.4118,280,2018-08-04,"Los Angeles, California, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,1,0,0,24,0.446,0,0.1429,0.071,4,5,21,0,0,0,1,8,0,0,9,Orthodox,187.96,193.04,205,34,25,1,0,-4,-9,5,-21,0,-8,0,2.54,12.7,9,-24,0,-0.1429,0,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,640,735,1500,1345,-180,520,2018
Pedro Munhoz,Brett Johns,-210,175,47.619,175,2018-08-04,"Los Angeles, California, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,33.25,0.388,0.5,3.75,0.383,3,1,10,0,0,0,2,0,1,0,3,Orthodox,170.18,180.34,135,1,0,0,35.6667,0.488,0.7778,0.7778,0.311,4,4,18,0,0,0,1,1,3,0,5,Orthodox,167.64,165.1,135,31,26,0,0,-1,-2,3,-8,0,-1,-2,2.54,15.24,5,-2.4167,-0.2778,2.9722,0,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,Red,U-DEC,,3,5:00,900,180,265,200,1175,850,1000,2018
Eddie Alvarez,Dustin Poirier,135,-155,135,64.5161,2018-07-28,"Calgary, Alberta, Canada", Canada,Blue,False,Lightweight,MALE,5,0,2,0,52.3,0.501,0.55,1.2,0.267,4,5,43,0,1,0,4,7,3,0,15,Southpaw,175.26,182.88,155,0,1,0,53.4286,0.404,0,1.7143,0.25,3,3,17,2,0,2,0,2,0,0,4,Orthodox,175.26,175.26,155,34,29,0,1,1,11,-2,26,-2,5,3,0,7.62,5,-1.1286,0.55,-0.5143,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,Red,KO/TKO,Punches,2,4:05,545,585,515,1025,850,335,115,2018
Jose Aldo,Jeremy Stephens,100,-120,100,83.3333,2018-07-28,"Calgary, Alberta, Canada", Canada,Red,False,Featherweight,MALE,3,0,3,0,38.0714,0.441,0.3571,0.9643,0.253,3,13,75,0,0,1,6,7,0,1,15,Orthodox,172.72,180.34,145,2,0,0,59.1818,0.422,0.2727,1.0909,0.216,7,3,42,11,0,0,6,2,0,0,8,Orthodox,170.18,177.8,145,31,32,2,3,-4,7,-10,33,-11,6,0,2.54,2.54,-1,-21.1104,0.0844,-0.1266,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,Red,KO/TKO,Punches,1,4:19,259,140,250,1205,2050,825,230,2018
Joanna Jedrzejczyk,Tecia Torres,-320,260,31.25,260,2018-07-28,"Calgary, Alberta, Canada", Canada,Red,False,Women's Strawweight,FEMALE,3,1,0,0,65.75,0.503,0.125,0.875,0.395,3,2,23,0,0,0,5,0,1,0,6,Orthodox,154.94,152.4,115,2,0,0,120.5,0.431,0,0.2,0.15,8,2,37,8,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,30,28,1,0,-5,-2,0,-14,-8,-2,1,-12.7,-12.7,2,-54.75,0.125,0.675,0,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-165,402,1735,925,475,1315,2018
Alexander Hernandez,Olivier Aubin-Mercier,-110,-110,90.9091,90.9091,2018-07-28,"Calgary, Alberta, Canada", Canada,Red,False,Lightweight,MALE,3,0,4,0,31.2222,0.538,0.4444,2.3333,0.284,4,2,23,1,0,1,1,1,4,0,7,Southpaw,175.26,177.8,155,0,1,0,8,0.61,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,182.88,155,25,29,0,3,3,6,-2,22,1,0,4,0,-5.08,-4,23.2222,0.4444,2.3333,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,265,293,945,290,310,1280,2018
Gadzhimurad Antigulov,Ion Cutelaba,115,-135,115,74.0741,2018-07-28,"Calgary, Alberta, Canada", Canada,Blue,False,Light Heavyweight,MALE,3,0,1,0,43.25,0.413,0,1.5,0.213,1,2,10,0,0,0,1,1,0,0,2,Southpaw,185.42,190.5,205,0,2,0,1,0.25,1,1,1,2,0,2,0,0,0,0,0,2,0,2,Orthodox,180.34,177.8,205,31,24,0,-1,-1,0,-2,8,0,1,-2,5.08,12.7,7,42.25,-1,0.5,0,NA,15,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbows,1,4:25,265,470,505,250,1500,1065,165,2018
Alexis Davis,Katlyn Chookagian,140,-160,140,62.5,2018-07-28,"Calgary, Alberta, Canada", Canada,Blue,False,Women's Flyweight,FEMALE,3,0,2,0,60,0.288,0.25,0,0,2,1,12,0,0,1,2,0,0,0,3,Orthodox,175.26,172.72,125,0,2,0,34.75,0.439,1.125,0.625,0.29,3,2,20,1,0,2,3,0,1,0,6,Orthodox,167.64,172.72,125,33,29,0,0,-1,-3,1,-8,-1,0,-1,7.62,0,4,25.25,-0.875,-0.625,0,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,185,-105,1150,1200,1330,800,2018
Dustin Ortiz,Matheus Nicolau,170,-200,170,50,2018-07-28,"Calgary, Alberta, Canada", Canada,Red,False,Flyweight,MALE,3,0,3,0,58,0.523,1.6667,2,0.5,3,0,9,0,0,1,1,0,1,0,3,Orthodox,167.64,167.64,125,0,2,0,38,0.469,0.0833,2.6667,0.304,2,5,33,0,0,3,1,3,0,0,7,Orthodox,165.1,165.1,125,29,25,0,1,1,-4,5,-24,0,-3,1,2.54,2.54,4,20,1.5833,-0.6667,0,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,Red,,,NA,,NA,235,102,1440,605,1250,625,2018
Randa Markos,Nina Ansaroff,120,-140,120,71.4286,2018-07-28,"Calgary, Alberta, Canada", Canada,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,76.5,0.49,1,0.5,0.375,2,2,12,0,0,0,1,0,1,0,2,Orthodox,165.1,162.56,115,0,1,0,42,0.414,0.25,1.5,0.364,1,4,22,0,0,1,3,0,0,0,4,Orthodox,162.56,160.02,115,32,32,0,1,1,-2,2,-10,0,0,1,2.54,2.54,0,34.5,0.75,-1,0,13,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,205,NA,625,NA,1425,NA,2018
Mauricio Rua,Anthony Smith,-150,130,66.6667,130,2018-07-22,"Hamburg, Hamburg, Germany", Germany,Blue,False,Light Heavyweight,MALE,5,0,1,0,30.375,0.471,0.25,0.375,0.091,3,3,18,0,0,0,1,4,0,0,5,Orthodox,193.04,193.04,205,0,3,0,40.8235,0.509,0.2353,1.2353,0.228,3,8,44,3,0,1,1,7,0,0,9,Orthodox,185.42,193.04,205,36,29,0,-2,0,-4,5,-26,-3,-3,0,7.62,0,7,-10.4485,0.0147,-0.8603,0,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,1:29,89,700,426,1150,1000,245,115,2018
Glover Teixeira,Corey Anderson,-120,100,83.3333,100,2018-07-22,"Hamburg, Hamburg, Germany", Germany,Blue,False,Light Heavyweight,MALE,3,0,1,0,54.5455,0.484,0,4.0909,0.545,3,4,28,1,0,0,5,2,0,0,7,Orthodox,190.5,200.66,205,0,1,0,32.9286,0.453,0.4286,1.4286,0.393,5,4,32,1,0,0,2,4,3,1,10,Orthodox,187.96,193.04,205,38,28,0,0,-2,-3,0,-4,0,-3,-3,2.54,7.62,10,21.6169,-0.4286,2.6623,0,9,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,400,240,550,1700,205,395,2018
Marcin Tybura,Stefan Struve,-190,165,52.6316,165,2018-07-22,"Hamburg, Hamburg, Germany", Germany,Red,False,Heavyweight,MALE,3,2,0,0,24.4,0.452,1,0.3,0.225,4,8,38,0,1,0,1,5,5,0,12,Orthodox,210.82,213.36,265,2,0,0,54.6667,0.527,0.1667,1,0.498,3,3,19,0,0,0,1,2,0,0,3,Orthodox,190.5,198.12,249,32,30,0,0,1,9,-5,19,0,3,5,20.32,15.24,2,-30.2667,0.8333,-0.7,0,13,9,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,200,700,650,725,225,425,2018
Junior Dos Santos,Blagoy Ivanov,-190,165,52.6316,165,2018-07-14,"Boise, Idaho, USA", USA,Red,False,Heavyweight,MALE,5,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,250,1,0,0,56.1875,0.526,0.0625,0.3125,0.219,9,4,42,5,0,0,4,8,0,0,12,Orthodox,193.04,195.58,238,34,31,1,0,-9,-12,4,-42,-5,-8,0,-12.7,-10.16,3,-56.1875,-0.0625,-0.3125,0,NA,8,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,382,675,2200,810,129,270,2018
Myles Jury,Chad Mendes,100,-120,100,83.3333,2018-07-14,"Boise, Idaho, USA", USA,Blue,False,Featherweight,MALE,3,2,0,0,28,0.574,0.1667,2,0.283,5,4,25,3,0,0,3,5,0,0,8,Orthodox,167.64,167.64,145,0,2,0,24.8,0.378,0.2,1.6,0.496,6,2,21,0,0,1,3,3,1,0,8,Orthodox,177.8,185.42,145,29,33,-2,-2,-1,0,-2,4,3,2,-1,-10.16,-17.78,-4,3.2,-0.0333,0.4,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,2:52,172,280,180,700,865,425,420,2018
Cat Zingano,Marion Reneau,-110,-110,90.9091,90.9091,2018-07-14,"Boise, Idaho, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,2,0,46.625,0.424,1.125,0.25,0.25,2,3,21,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,3,0,0,29,0.502,0.8,1.4,0.55,2,3,13,1,0,0,0,2,0,0,2,Southpaw,167.64,172.72,145,36,41,3,2,0,3,0,8,-1,0,2,0,0,-5,17.625,0.325,-1.15,0,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,160,217,1030,520,805,600,2018
Eddie Wineland,Alejandro Perez,155,-175,155,57.1429,2018-07-14,"Boise, Idaho, USA", USA,Blue,False,Bantamweight,MALE,3,0,3,0,38.625,0.361,0.125,0.375,0.124,3,2,18,1,0,1,2,3,0,0,6,Orthodox,167.64,170.18,135,1,0,0,34.6364,0.256,0,0.1818,0.121,2,6,26,1,0,1,0,4,0,0,5,Orthodox,170.18,175.26,135,34,28,1,3,1,1,4,-8,0,-1,0,-2.54,-5.08,6,3.9886,0.125,0.1932,0,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,Blue,U-DEC,,3,5:00,900,317,160,1600,570,400,450,2018
Darren Elkins,Alexander Volkanovski,180,-220,180,45.4545,2018-07-14,"Boise, Idaho, USA", USA,Blue,False,Featherweight,MALE,3,0,4,0,69.5,0.615,0,3.5,0.645,4,0,10,0,0,0,2,2,0,0,4,Orthodox,167.64,180.34,145,0,6,0,35.9444,0.328,1.1667,2.1111,0.344,6,4,45,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,34,29,0,-2,-2,-10,4,-35,0,-1,-1,-10.16,0,5,33.5556,-1.1667,1.3889,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,405,100,930,1015,835,335,2018
Liz Carmouche,Jennifer Maia,-115,-105,86.9565,95.2381,2018-07-14,"Boise, Idaho, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,1,0,0,32.7143,0.566,0.2857,2.7143,0.647,2,4,18,1,0,1,1,1,0,0,3,Orthodox,167.64,167.64,125,34,29,1,0,-2,-3,4,-18,-1,-1,0,-5.08,-5.08,5,-32.7143,-0.2857,-2.7143,0,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,150,140,1020,1455,750,1285,2018
Stipe Miocic,Daniel Cormier,-160,140,62.5,140,2018-07-07,"Las Vegas, Nevada, USA", USA,Blue,True,Heavyweight,MALE,5,0,1,0,52.8182,0.538,0.6364,1.5455,0.405,4,2,33,6,0,1,3,2,3,0,9,Orthodox,180.34,182.88,235,0,6,0,49.7143,0.538,0,1.6429,0.374,6,2,34,4,0,0,4,8,0,0,12,Orthodox,193.04,203.2,240,35,39,0,-5,-2,-3,0,-1,2,-6,3,-12.7,-20.32,-4,3.1039,0.6364,-0.0974,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,Red,KO/TKO,Punches,1,4:33,273,215,363,2500,775,155,617,2018
Francis Ngannou,Derrick Lewis,-310,255,32.2581,255,2018-07-07,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,27.3846,0.566,0,0.3846,0.256,6,3,28,0,0,1,0,9,0,0,10,Orthodox,190.5,200.66,260,1,0,0,15,0.511,0.2857,0,0,6,1,13,1,0,0,0,4,1,1,6,Orthodox,193.04,210.82,250,31,33,1,1,0,4,-2,15,-1,4,-1,-2.54,-10.16,-2,12.3846,-0.2857,0.3846,0,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,635,1050,725,2250,-165,390,2018
