RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year
Shamil Abdurakhimov,Sergei Pavlovich,270,-350,270,28.5714,2022-03-19,"London, England, United Kingdom",United Kingdom,Blue,False,Heavyweight,MALE,3,0,2,0,5.86,0.44,0,0,0,2,1,3,1,0,0,0,2,0,0,2,Southpaw,190.5,213.36,257,2,0,0,2.41,0.44,0.1,1.01,0.23,3,4,21,0,0,1,2,2,0,0,5,Orthodox,190.5,193.04,235,40,29,-2,2,-1,-3,-3,-18,1,0,0,0,20.32,-11,3.45,-0.1,-1.01,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,4:03,243,600,850,1400,1600,800,-225,2022
Nikita Krylov,Paul Craig,-200,170,50,170,2022-03-19,"London, England, United Kingdom",United Kingdom,Blue,False,Light Heavyweight,MALE,3,0,4,1,2.45,0.46,1.6,1.68,0.2,3,4,22,0,0,0,0,2,5,0,7,Orthodox,190.5,193.04,185,1,0,0,4.38,0.55,1.4,2.29,0.38,5,6,26,0,0,0,1,3,4,0,8,Orthodox,190.5,195.58,205,30,34,-1,4,-2,-1,-2,-4,0,-1,1,0,-2.54,4,-1.93,0.2,-0.61,NA,11,9,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Triangle Choke,1,3:57,237,330,550,400,350,165,900,2022
Thiago Santos,Magomed Ankalaev,450,-630,450,15.873,2022-03-12,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,5,0,7,0,3.64,0.53,0,1.02,0.31,7,1,18,1,0,0,3,4,0,0,7,Orthodox,190.5,190.5,205,0,1,0,3.72,0.48,0.1,0.88,0.33,4,8,48,1,0,0,3,11,0,0,14,Orthodox,187.96,193.04,205,38,29,0,6,3,-7,-7,-30,0,-7,0,2.54,-2.54,-9,-0.08,-0.1,0.14,NA,6,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,1000,150,2800,800,650,110,2022
Marlon Moraes,Song Yadong,230,NA,230,NA,2022-03-12,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,1,4.49,0.43,0.2,0.66,0.4,4,1,21,0,0,1,2,3,1,0,7,Orthodox,172.72,170.18,135,3,0,0,3.37,0.4,0.3,0.87,0.41,4,5,20,1,0,2,0,2,1,0,5,Orthodox,167.64,170.18,135,33,24,-3,2,0,2,-4,1,-1,1,0,5.08,0,-9,1.12,-0.1,-0.21,NA,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,Red,KO/TKO,Punch,1,2:06,126,500,NA,1000,NA,650,NA,2022
Sodiq Yusuff,Alex Caceres,-290,230,34.4828,230,2022-03-12,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,5,0,4.21,0.49,0.7,0.54,0.68,5,10,64,0,0,3,6,1,4,0,14,Southpaw,177.8,185.42,145,1,0,0,5.66,0.49,0.4,0.28,0.2,5,1,14,0,0,0,3,2,0,0,5,Orthodox,175.26,180.34,145,28,33,-1,5,0,9,9,50,0,-1,4,2.54,5.08,5,-1.45,0.3,0.26,NA,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,Red,U-DEC,,3,5:00,900,130,425,2000,1000,180,900,2022
Colby Covington,Jorge Masvidal,-310,245,32.2581,245,2022-03-05,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,5,2,0,0,4.05,0.47,0.3,1.38,0.59,4,9,72,3,0,1,8,7,1,0,17,Orthodox,180.34,187.96,170,1,0,0,3.88,0.38,0.2,3.79,0.44,7,3,48,4,0,0,6,3,2,0,11,Orthodox,180.34,182.88,170,34,37,1,0,-3,6,6,24,-1,4,-1,0,5.08,3,0.17,0.1,-2.41,NA,6,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,Red,U-DEC,,5,5:00,1500,-125,1000,800,2500,350,400,2022
Rafael Dos Anjos,Renato Moicano,-190,160,52.6316,160,2022-03-05,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,2,0,4.38,0.48,0.6,1.89,0.45,3,4,24,0,0,2,1,0,5,0,8,Orthodox,180.34,182.88,155,0,1,0,3.48,0.47,0.6,1.95,0.35,5,11,91,4,0,1,10,4,4,0,19,Southpaw,172.72,177.8,170,37,32,0,1,-2,-11,-7,-67,-4,-4,1,7.62,5.08,-5,0.9,0,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,U-DEC,,5,5:00,1500,200,450,450,400,300,900,2022
Edson Barboza,Bryce Mitchell,150,-170,150,58.8235,2022-03-05,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,5,0,2.3,0.58,1.6,3.45,0.41,5,0,13,0,1,0,3,0,1,0,5,Southpaw,177.8,177.8,145,1,0,0,4.11,0.44,0.1,0.45,0.5,4,10,67,0,1,1,6,8,0,0,16,Orthodox,180.34,190.5,145,36,27,-1,5,1,-11,-10,-54,0,-8,1,-2.54,-12.7,-9,-1.81,1.5,3,NA,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,Red,U-DEC,,3,5:00,900,400,225,2200,215,300,900,2022
Kevin Holland,Alex Oliveira,-435,330,22.9885,330,2022-03-05,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,3,0,0,2.99,0.51,0.6,2.35,0.38,4,9,47,0,0,1,3,4,3,0,11,Orthodox,180.34,193.04,170,2,0,0,4.25,0.49,0.6,0.84,0.38,5,4,37,0,0,2,2,3,2,0,9,Orthodox,190.5,205.74,185,29,34,1,0,-1,2,5,10,0,1,1,-10.16,-12.7,5,-1.26,0,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,Elbows,2,0:38,338,240,550,400,1400,120,1200,2022
Marina Rodriguez,Yan Xiaonan,-305,240,32.7869,240,2022-03-05,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.97,0.44,0,1,0.73,6,1,20,1,0,0,6,0,0,0,6,Orthodox,165.1,160.02,115,0,3,2,4.82,0.47,0.2,0.23,0.42,3,1,28,0,0,0,4,2,0,0,6,Orthodox,167.64,165.1,115,34,32,1,-3,3,0,0,-8,1,-2,0,-2.54,-5.08,-2,0.15,-0.2,0.77,NA,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Red,S-DEC,,3,5:00,900,-115,330,1400,2000,300,1200,2022
Tim Elliott,Tagir Ulanbekov,190,-235,190,42.5532,2022-03-05,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,2,0,3.22,0.45,2.1,3.71,0.46,2,0,6,0,0,1,1,0,0,0,2,Southpaw,170.18,177.8,125,1,0,0,3.39,0.44,1,3.73,0.47,2,10,42,1,0,0,5,0,1,0,6,Southpaw,170.18,167.64,125,35,30,-1,2,0,-4,-10,-36,-1,0,-1,0,10.16,-5,-0.17,1.1,-0.02,NA,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,Red,U-DEC,,3,5:00,900,450,110,600,330,1400,700,2022
Islam Makhachev,Bobby Green,-760,525,13.1579,525,2022-02-26,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,5,0,2,1,6.43,0.53,0.3,1.23,0.39,8,9,63,0,0,2,7,2,3,0,14,Orthodox,177.8,180.34,155,0,9,0,2.65,0.59,1.1,3.19,0.53,9,1,25,4,0,0,4,1,5,0,10,Southpaw,177.8,177.8,155,30,35,0,-7,-1,4,8,38,-4,1,-2,0,2.54,5,3.78,-0.8,-1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,KO/TKO,Punches,1,3:23,203,275,1400,-140,3500,350,1100,2022
Arman Tsarukyan,Joel Alvarez,-265,215,37.7358,215,2022-02-26,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,4,0,4.39,0.52,1.2,0,0,4,1,8,0,0,0,0,2,2,0,4,Orthodox,190.5,195.58,155,0,4,0,3.79,0.48,0,3.25,0.37,4,1,13,0,0,0,3,1,0,0,4,Orthodox,170.18,182.88,155,25,28,0,0,0,0,0,-5,0,1,2,20.32,12.7,3,0.6,1.2,-3.25,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,2,1:57,417,165,650,800,500,180,900,2022
Johnny Walker,Jamahal Hill,185,-225,185,44.4444,2022-02-19,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,5,0,1,0,7.18,0.54,0,0,0,3,1,10,2,0,0,1,3,0,0,4,Southpaw,193.04,200.66,205,1,0,0,3.87,0.53,0.9,0.45,1,4,3,16,0,0,0,1,4,0,0,5,Orthodox,198.12,208.28,205,29,30,-1,1,-1,-1,-2,-6,2,-1,0,-5.08,-7.62,1,3.31,-0.9,-0.45,NA,12,10,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,1,2:55,175,700,550,1600,1800,330,-135,2022
Israel Adesanya,Robert Whittaker,-310,245,32.2581,245,2022-02-12,"Houston, Texas, USA",USA,Red,True,Middleweight,MALE,5,0,3,0,4.58,0.43,0,0.8,0.38,9,3,50,3,0,1,8,5,0,0,14,Orthodox,182.88,185.42,185,0,1,0,4,0.48,0.1,0.05,0.12,9,1,38,11,0,1,5,4,0,0,10,Switch,193.04,203.2,185,32,31,0,2,0,4,2,12,-8,1,0,-10.16,-17.78,-1,0.58,-0.1,0.75,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,14,Red,U-DEC,,5,5:00,1500,150,450,2000,1800,165,700,2022
Derrick Lewis,Tai Tuivasa,-165,145,60.6061,145,2022-02-12,"Houston, Texas, USA",USA,Blue,False,Heavyweight,MALE,3,0,4,0,3.77,0.46,0,0,0,4,3,17,0,0,0,1,6,0,0,7,Southpaw,187.96,190.5,264,0,1,0,2.48,0.5,0,0.57,0.26,6,6,52,2,0,2,2,13,0,0,17,Orthodox,190.5,200.66,260,37,28,0,3,-2,-10,-3,-35,-2,-7,0,-2.54,-10.16,-9,1.29,0,-0.57,NA,11,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbow,2,1:40,400,800,800,2500,2500,-135,225,2022
Jared Cannonier,Derek Brunson,-160,140,62.5,140,2022-02-12,"Houston, Texas, USA",USA,Red,False,Middleweight,MALE,3,0,5,0,3.51,0.47,0.6,3.14,0.33,5,6,47,0,0,0,7,7,3,0,17,Southpaw,185.42,195.58,185,0,1,0,4.49,0.5,0,0.42,0.46,3,5,28,1,0,0,2,5,0,0,7,Switch,180.34,195.58,185,37,38,0,4,2,10,1,19,-1,2,3,5.08,0,1,-0.98,0.6,2.72,NA,4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Elbows,2,4:29,569,380,240,2000,1400,125,700,2022
Roxanne Modafferi,Casey O'Neill,270,-350,270,28.5714,2022-02-12,"Houston, Texas, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,3,0,7.89,0.52,0.7,1.45,0.34,3,0,7,0,0,0,0,2,1,0,3,Orthodox,167.64,175.26,125,2,0,0,3.35,0.3,0.1,1.35,0.23,1,9,38,2,0,1,2,1,0,0,4,Orthodox,170.18,175.26,125,39,24,-2,3,2,-1,-9,-31,-2,1,1,-2.54,0,-15,4.54,0.6,0.1,NA,15,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,450,-110,1600,550,2000,300,2022
Jack Hermansson,Sean Strickland,200,-250,200,40,2022-02-05,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,5,0,5,0,6.01,0.42,0.2,0.78,0.64,5,3,38,2,0,2,5,3,1,0,11,Orthodox,185.42,193.04,185,0,1,0,5.09,0.44,0.4,1.53,0.3,4,4,29,0,0,0,3,3,3,0,9,Orthodox,185.42,195.58,185,33,30,0,4,1,2,-1,9,2,0,-2,0,-2.54,-3,0.92,-0.2,-0.75,NA,7,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,Red,S-DEC,,5,5:00,1500,500,150,500,900,900,215,2022
Francis Ngannou,Ciryl Gane,135,-160,135,62.5,2022-01-22,"Anaheim, California, USA",USA,Red,True,Heavyweight,MALE,5,0,7,0,5.08,0.59,0.5,0.61,0.21,7,0,22,2,0,0,3,2,2,0,7,Orthodox,193.04,205.74,245,0,5,0,2.33,0.41,0.3,0.76,0.62,6,2,22,2,0,0,0,10,1,0,11,Orthodox,193.04,210.82,250,35,31,0,2,1,-4,-2,0,0,-8,1,0,-5.08,-4,2.75,0.2,-0.15,0,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,Red,U-DEC,,5,5:00,1500,1000,250,2000,750,150,225,2022
Brandon Moreno,Deiveson Figueiredo,-195,165,51.2821,165,2022-01-22,"Anaheim, California, USA",USA,Blue,True,Flyweight,MALE,5,1,0,1,3.09,0.55,1.8,1.44,0.42,5,2,28,5,0,1,1,4,3,0,9,Orthodox,165.1,172.72,125,0,4,2,3.8,0.43,0.5,1.73,0.45,3,2,32,5,0,1,2,1,3,0,7,Orthodox,170.18,177.8,125,28,34,1,-4,2,2,0,-4,0,3,0,-5.08,-5.08,6,-0.71,1.3,-0.29,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Red,U-DEC,,5,5:00,1500,275,350,300,800,450,400,2022
Calvin Kattar,Giga Chikadze,185,-225,185,44.4444,2022-01-15,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,5,0,7,0,3.92,0.42,0.2,0.21,0.33,7,1,20,0,0,2,2,3,0,0,7,Orthodox,182.88,187.96,145,1,0,0,4.76,0.39,0.1,0.39,0.29,2,3,26,0,0,0,2,4,0,0,6,Orthodox,180.34,182.88,145,33,33,-1,7,5,1,-2,-6,0,-1,0,2.54,5.08,0,-0.84,0.1,-0.18,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Red,U-DEC,,5,5:00,1500,NA,200,NA,2200,NA,130,2022
Brandon Royval,Rogerio Bontorin,-155,135,64.5161,135,2022-01-15,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,2,0,0,2.63,0.52,1,2.9,0.6,3,2,13,0,0,1,0,1,1,0,3,Orthodox,165.1,170.18,125,2,0,0,4.33,0.36,1.1,0.47,0.6,2,2,7,1,0,0,0,0,2,0,2,Southpaw,175.26,172.72,125,29,29,0,0,1,1,0,6,-1,1,-1,-10.16,-2.54,0,-1.7,-0.1,2.43,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Red,S-DEC,,3,5:00,900,450,350,150,500,400,800,2022
Katlyn Chookagian,Jennifer Maia,-210,175,47.619,175,2022-01-15,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,4.35,0.38,0.1,0.42,0.27,2,3,21,1,0,0,3,0,1,0,4,Orthodox,162.56,162.56,125,0,2,0,4.58,0.34,0.3,0.31,0.15,3,4,37,1,0,1,8,0,0,0,9,Orthodox,175.26,172.72,125,33,33,0,-1,-1,-5,-1,-16,0,0,1,-12.7,-10.16,0,-0.23,-0.2,0.11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,U-DEC,,3,5:00,900,-150,275,1200,1000,1100,1200,2022
Derrick Lewis,Chris Daukaus,120,-140,120,71.4286,2021-12-18,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,5,0,4,0,6.05,0.5,0,0,0,4,0,5,0,0,0,0,4,0,0,4,Orthodox,190.5,193.04,205,1,0,0,2.48,0.5,0,0.57,0.26,6,6,51,2,0,2,2,12,0,0,16,Orthodox,190.5,200.66,260,36,32,-1,4,-2,-12,-6,-46,-2,-8,0,0,-7.62,-4,3.57,0,-0.57,1,7,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punches,1,3:36,216,800,550,2500,1200,175,120,2021
Stephen Thompson,Belal Muhammad,-235,190,42.5532,190,2021-12-18,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,5,0,4.39,0.43,0.2,2.28,0.39,5,3,39,1,0,1,7,1,1,0,10,Orthodox,180.34,182.88,170,1,0,1,4.11,0.46,0,0.26,0.41,7,5,51,2,0,0,6,5,0,0,11,Orthodox,182.88,190.5,170,38,33,-1,5,-2,-1,-2,-12,-1,-4,1,-2.54,-7.62,-5,0.28,0.2,2.02,1,10,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,Red,U-DEC,,3,5:00,900,-115,330,2800,1000,350,1200,2021
Amanda Lemos,Angela Hill,-290,230,34.4828,230,2021-12-18,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,5.38,0.49,0.1,0.8,0.33,3,10,51,0,0,0,6,2,0,0,8,Orthodox,160.02,162.56,115,0,4,0,3.16,0.54,0.8,0.9,0.63,4,1,8,1,0,0,1,2,1,0,4,Southpaw,162.56,165.1,115,34,36,1,-4,-1,4,9,43,-1,0,-1,-2.54,-2.54,2,2.22,-0.7,-0.1,1,12,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,-110,350,800,2800,350,1000,2021
Raphael Assuncao,Ricky Simon,235,-300,235,33.3333,2021-12-18,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,3,0,2.99,0.43,0.3,5.2,0.44,4,2,24,0,0,2,3,0,2,0,7,Orthodox,167.64,175.26,135,3,0,0,3.22,0.42,0.2,1.65,0.39,7,7,56,0,0,4,7,2,1,0,14,Orthodox,165.1,167.64,135,39,29,-3,3,-3,-7,-5,-32,0,-2,1,2.54,7.62,-10,-0.23,0.1,3.55,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,2,2:14,434,450,-110,900,900,1400,300,2021
Diego Ferreira,Mateusz Gamrot,200,-250,200,40,2021-12-18,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,2,0,3.23,0.5,0.1,5.25,0.35,2,1,6,0,0,0,0,1,1,0,2,Southpaw,177.8,177.8,155,2,0,0,5.04,0.39,0.6,0.96,0.3,6,4,26,0,0,0,3,3,2,0,8,Orthodox,175.26,187.96,155,36,31,-2,2,-4,-6,-3,-20,0,-2,-1,2.54,-10.16,-5,-1.81,-0.5,4.29,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Knee,2,3:26,506,330,165,800,700,900,250,2021
Raquel Pennington,Macy Chiasson,-135,115,74.0741,115,2021-12-18,"Las Vegas, Nevada, USA",USA,Red,False,Women's Featherweight,FEMALE,3,0,2,0,3.77,0.46,0.4,2.37,0.38,3,1,14,1,0,0,2,2,1,0,5,Orthodox,180.34,182.88,135,0,2,0,4.14,0.52,0.7,0.9,0.27,4,5,41,2,0,2,5,0,2,0,9,Orthodox,170.18,170.18,135,33,30,0,0,-1,-4,-4,-27,-1,2,-1,10.16,12.7,-3,-0.37,-0.3,1.47,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,SUB,Guillotine Choke,2,3:07,487,130,200,450,2000,1000,700,2021
Charles Oliveira,Dustin Poirier,110,-130,110,76.9231,2021-12-11,"Las Vegas, Nevada, USA",USA,Red,True,Lightweight,MALE,5,0,3,0,5.3,0.5,1.3,1.24,0.36,5,6,65,3,1,0,6,11,3,0,21,Southpaw,175.26,182.88,155,0,9,0,3.39,0.53,2.8,2.17,0.4,9,8,53,2,0,0,2,3,14,0,19,Orthodox,177.8,187.96,155,32,32,0,-6,-4,2,-2,12,1,8,-11,-2.54,-5.08,0,1.91,-1.5,-0.93,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,Red,SUB,Rear Naked Choke,3,1:02,662,600,600,240,1200,700,120,2021
Amanda Nunes,Julianna Pena,-1125,700,8.8889,700,2021-12-11,"Las Vegas, Nevada, USA",USA,Blue,True,Women's Bantamweight,FEMALE,5,0,1,0,3.16,0.47,0.8,1.94,0.55,4,2,19,2,0,0,3,2,1,0,6,Orthodox,167.64,175.26,135,0,12,0,4.55,0.51,0.7,2.73,0.54,12,2,38,11,0,1,3,8,3,0,15,Orthodox,172.72,175.26,135,33,32,0,-11,-8,-9,0,-19,-9,-6,-2,-5.08,0,-1,-1.39,0.1,-0.79,1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,2,3:26,506,450,1100,350,2200,-165,2800,2021
Geoff Neal,Santiago Ponzinibbio,110,-130,110,76.9231,2021-12-11,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,4.74,0.41,0,0.59,0.32,7,3,29,0,0,0,5,5,0,0,10,Orthodox,182.88,185.42,170,2,0,0,4.97,0.5,0.1,0.46,0.44,6,2,18,0,0,0,1,4,1,0,6,Southpaw,180.34,190.5,170,31,35,-2,1,1,4,1,11,0,1,-1,2.54,-5.08,4,-0.23,-0.1,0.13,1,14,12,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,Red,S-DEC,,3,5:00,900,400,275,1600,2000,175,240,2021
Kai Kara-France,Cody Garbrandt,125,-145,125,68.9655,2021-12-11,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,1,0,0,2.98,0.4,0,1.03,0.34,6,4,25,3,0,0,2,5,0,0,7,Orthodox,172.72,165.1,135,0,1,0,4.56,0.39,0,0.61,0.33,3,2,18,1,0,1,3,1,0,0,5,Orthodox,162.56,175.26,125,28,30,1,-1,3,2,2,7,2,4,0,10.16,-10.16,2,-1.58,0,0.42,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,Red,KO/TKO,Punches,1,3:21,201,NA,300,NA,1400,NA,180,2021
